# Four-square balance gap -- per-n companion table.
# Every n = x^2 + y^2 + z^2 + w^2 with x >= y >= z >= w >= 0 (Lagrange).
# (x,y,z,w) is the most balanced such decomposition (minimal largest part x).
# gap = x - ceil(sqrt(n/4)) = g(n); spread = x - w (context only).
#   Check any row by hand: x*x + y*y + z*z + w*w = n and gap = x - ceil(sqrt(n/4)).
# is_record = 1 where gap exceeds every smaller n (running maximum);
#   best_so_far is that running maximum; record_index counts the records 1,2,3,...
# Illustrative companion to the gap-record-location sequence; generated by
#   src/gap_table.py (engine src/foursquare.py, 'min' mode).
n,x,y,z,w,gap,best_so_far,is_record,record_index,spread
9610,50,50,49,47,0,24,0,,3
9611,53,51,51,40,3,24,0,,13
9612,51,49,49,47,1,24,0,,4
9613,53,52,50,40,3,24,0,,13
9614,51,50,48,47,1,24,0,,4
9615,54,53,47,41,4,24,0,,13
9616,50,50,50,46,0,24,0,,4
9617,54,51,50,40,4,24,0,,14
9618,51,50,49,46,1,24,0,,5
9619,53,53,49,40,3,24,0,,13
9620,51,51,47,47,1,24,0,,4
9621,54,52,49,40,4,24,0,,14
9622,51,51,48,46,1,24,0,,5
9623,54,53,53,33,4,24,0,,21
9624,52,50,48,46,2,24,0,,6
9625,54,54,52,33,4,24,0,,21
9626,51,50,50,45,1,24,0,,6
9627,55,51,49,40,5,24,0,,15
9628,51,51,49,45,1,24,0,,6
9629,54,53,48,40,4,24,0,,14
9630,52,50,49,45,2,24,0,,7
9631,55,53,46,41,5,24,0,,14
9632,60,52,48,32,10,24,0,,28
9633,52,52,52,39,2,24,0,,13
9634,52,51,48,45,2,24,0,,7
9635,53,52,51,39,3,24,0,,14
9636,53,49,49,45,3,24,0,,8
9637,56,50,49,40,6,24,0,,16
9638,51,51,50,44,1,24,0,,7
9639,53,53,50,39,3,24,0,,14
9640,52,50,50,44,2,24,0,,8
9641,54,52,50,39,4,24,0,,15
9642,52,51,49,44,2,24,0,,8
9643,55,53,47,40,5,24,0,,15
9644,53,51,47,45,3,24,0,,8
9645,56,53,44,42,6,24,0,,14
9646,53,50,49,44,3,24,0,,9
9647,54,53,49,39,4,24,0,,15
9648,52,52,48,44,2,24,0,,8
9649,56,52,47,40,6,24,0,,16
9650,53,51,48,44,3,24,0,,9
9651,55,52,49,39,5,24,0,,16
9652,51,51,51,43,1,24,0,,8
9653,56,55,54,24,6,24,0,,32
9654,52,51,50,43,2,24,0,,9
9655,57,54,49,33,7,24,0,,24
9656,54,50,48,44,4,24,0,,10
9657,54,54,48,39,4,24,0,,15
9658,52,52,49,43,2,24,0,,9
9659,55,53,48,39,5,24,0,,16
9660,53,51,49,43,3,24,0,,10
9661,53,52,52,38,3,24,0,,15
9662,54,51,47,44,4,24,0,,10
9663,53,53,51,38,3,24,0,,15
9664,56,56,56,16,6,24,0,,40
9665,54,52,51,38,4,24,0,,16
9666,53,52,48,43,3,24,0,,10
9667,55,53,53,32,5,24,0,,23
9668,53,53,45,45,3,24,0,,8
9669,54,53,50,38,4,24,0,,16
9670,52,51,51,42,2,24,0,,10
9671,55,51,51,38,5,24,0,,17
9672,52,52,50,42,2,24,0,,10
9673,55,52,50,38,5,24,0,,17
9674,53,51,50,42,3,24,0,,11
9675,55,55,45,40,5,24,0,,15
9676,53,53,47,43,3,24,0,,10
9677,54,54,49,38,4,24,0,,16
9678,53,52,49,42,3,24,0,,11
9679,55,53,49,38,5,24,0,,17
9680,54,50,50,42,4,24,0,,12
9681,56,51,50,38,6,24,0,,18
9682,54,51,49,42,4,24,0,,12
9683,57,52,47,39,7,24,0,,18
9684,55,51,47,43,5,24,0,,12
9685,56,52,49,38,6,24,0,,18
9686,53,53,48,42,3,24,0,,11
9687,55,55,46,39,5,24,0,,16
9688,54,52,48,42,4,24,0,,12
9689,55,54,48,38,5,24,0,,17
9690,52,52,51,41,2,24,0,,11
9691,53,53,52,37,3,24,0,,16
9692,53,51,51,41,3,24,0,,12
9693,54,52,52,37,4,24,0,,17
9694,53,52,50,41,3,24,0,,12
9695,54,53,51,37,4,24,0,,17
9696,60,56,44,32,10,24,0,,28
9697,56,54,54,27,6,24,0,,29
9698,54,51,50,41,4,24,0,,13
9699,55,52,51,37,5,24,0,,18
9700,53,53,49,41,3,24,0,,12
9701,54,54,50,37,4,24,0,,17
9702,54,52,49,41,4,24,0,,13
9703,50,49,49,49,0,24,0,,1
9704,54,54,44,44,4,24,0,,10
9705,50,50,49,48,0,24,0,,2
9706,54,54,45,43,4,24,0,,11
9707,51,49,49,48,1,24,0,,3
9708,55,51,49,41,5,24,0,,14
9709,50,50,50,47,0,24,0,,3
9710,54,53,48,41,4,24,0,,13
9711,51,50,49,47,1,24,0,,4
9712,52,52,52,40,2,24,0,,12
9713,52,49,48,48,2,24,0,,4
9714,53,52,51,40,3,24,0,,13
9715,51,51,48,47,1,24,0,,4
9716,57,55,51,29,7,24,0,,28
9717,51,50,50,46,1,24,0,,5
9718,53,53,50,40,3,24,0,,13
9719,51,51,49,46,1,24,0,,5
9720,54,52,50,40,4,24,0,,14
9721,52,50,49,46,2,24,0,,6
9722,54,54,47,41,4,24,0,,13
9723,52,51,47,47,2,24,0,,5
9724,55,53,47,41,5,24,0,,14
9725,52,51,48,46,2,24,0,,6
9726,54,53,49,40,4,24,0,,14
9727,51,51,50,45,1,24,0,,6
9728,64,48,48,32,14,24,0,,32
9729,52,50,50,45,2,24,0,,7
9730,54,54,53,33,4,24,0,,21
9731,52,51,49,45,2,24,0,,7
9732,55,53,53,33,5,24,0,,22
9733,52,52,47,46,2,24,0,,6
9734,55,54,52,33,5,24,0,,22
9735,53,50,49,45,3,24,0,,8
9736,54,54,48,40,4,24,0,,14
9737,52,52,48,45,2,24,0,,7
9738,53,52,52,39,3,24,0,,14
9739,51,51,51,44,1,24,0,,7
9740,53,53,51,39,3,24,0,,14
9741,52,51,50,44,2,24,0,,8
9742,54,52,51,39,4,24,0,,15
9743,54,49,49,45,4,24,0,,9
9744,56,52,48,40,6,24,0,,16
9745,52,52,49,44,2,24,0,,8
9746,54,53,50,39,4,24,0,,15
9747,53,51,49,44,3,24,0,,9
9748,55,51,51,39,5,24,0,,16
9749,54,51,46,46,4,24,0,,8
9750,55,52,50,39,5,24,0,,16
9751,54,51,47,45,4,24,0,,9
9752,56,54,44,42,6,24,0,,14
9753,53,52,48,44,3,24,0,,9
9754,54,54,49,39,4,24,0,,15
9755,52,51,51,43,2,24,0,,9
9756,55,53,49,39,5,24,0,,16
9757,52,52,50,43,2,24,0,,9
9758,56,51,50,39,6,24,0,,17
9759,53,51,50,43,3,24,0,,10
9760,56,56,52,28,6,24,0,,28
9761,54,52,46,45,4,24,0,,9
9762,56,52,49,39,6,24,0,,17
9763,53,52,49,43,3,24,0,,10
9764,56,56,54,24,6,24,0,,32
9765,54,50,50,43,4,24,0,,11
9766,53,53,52,38,3,24,0,,15
9767,54,51,49,43,4,24,0,,11
9768,54,52,52,38,4,24,0,,16
9769,56,48,48,45,6,24,0,,11
9770,54,53,51,38,4,24,0,,16
9771,53,53,48,43,3,24,0,,10
9772,54,54,54,32,4,24,0,,22
9773,52,52,51,42,2,24,0,,10
9774,55,52,51,38,5,24,0,,17
9775,53,51,51,42,3,24,0,,11
9776,54,54,50,38,4,24,0,,16
9777,53,52,50,42,3,24,0,,11
9778,55,53,50,38,5,24,0,,17
9779,55,51,48,43,5,24,0,,12
9780,55,55,47,39,5,24,0,,16
9781,54,51,50,42,4,24,0,,12
9782,56,51,51,38,6,24,0,,18
9783,53,53,49,42,3,24,0,,11
9784,56,52,50,38,6,24,0,,18
9785,54,52,49,42,4,24,0,,12
9786,55,54,49,38,5,24,0,,17
9787,55,52,47,43,5,24,0,,12
9788,57,53,47,39,7,24,0,,18
9789,55,50,50,42,5,24,0,,13
9790,56,53,49,38,6,24,0,,18
9791,55,51,49,42,5,24,0,,13
9792,60,52,52,28,10,24,0,,32
9793,52,52,52,41,2,24,0,,11
9794,57,51,50,38,7,24,0,,19
9795,53,52,51,41,3,24,0,,12
9796,53,53,53,37,3,24,0,,16
9797,54,54,46,43,4,24,0,,11
9798,54,53,52,37,4,24,0,,17
9799,53,53,50,41,3,24,0,,12
9800,56,54,48,38,6,24,0,,18
9801,54,52,50,41,4,24,0,,13
9802,50,50,49,49,0,24,0,,1
9803,57,49,48,43,7,24,0,,14
9804,50,50,50,48,0,24,0,,2
9805,54,54,47,42,4,24,0,,12
9806,51,50,49,48,1,24,0,,3
9807,54,53,49,41,4,24,0,,13
9808,56,56,44,40,6,24,0,,16
9809,56,54,51,34,6,24,0,,22
9810,51,50,50,47,1,24,0,,4
9811,55,52,49,41,5,24,0,,14
9812,51,51,49,47,1,24,0,,4
9813,55,54,44,44,5,24,0,,11
9814,52,50,49,47,2,24,0,,5
9815,55,54,45,43,5,24,0,,12
9816,58,52,48,38,8,24,0,,20
9817,53,52,52,40,3,24,0,,13
9818,51,51,50,46,1,24,0,,5
9819,53,53,51,40,3,24,0,,13
9820,52,50,50,46,2,24,0,,6
9821,54,52,51,40,4,24,0,,14
9822,52,51,49,46,2,24,0,,6
9823,57,51,47,42,7,24,0,,15
9824,60,56,48,28,10,24,0,,32
9825,54,53,50,40,4,24,0,,14
9826,52,52,47,47,2,24,0,,5
9827,55,51,51,40,5,24,0,,15
9828,51,51,51,45,1,24,0,,6
9829,55,52,50,40,5,24,0,,15
9830,52,51,50,45,2,24,0,,7
9831,55,54,47,41,5,24,0,,14
9832,54,54,52,36,4,24,0,,18
9833,54,54,49,40,4,24,0,,14
9834,52,52,49,45,2,24,0,,7
9835,55,53,49,40,5,24,0,,15
9836,53,51,49,45,3,24,0,,8
9837,54,54,54,33,4,24,0,,21
9838,53,52,47,46,3,24,0,,7
9839,55,54,53,33,5,24,0,,22
9840,56,52,52,36,6,24,0,,20
9841,56,52,49,40,6,24,0,,16
9842,52,51,51,44,2,24,0,,8
9843,53,53,52,39,3,24,0,,14
9844,52,52,50,44,2,24,0,,8
9845,54,52,52,39,4,24,0,,15
9846,53,51,50,44,3,24,0,,9
9847,54,53,51,39,4,24,0,,15
9848,56,54,50,36,6,24,0,,20
9849,56,53,48,40,6,24,0,,16
9850,53,52,49,44,3,24,0,,9
9851,55,52,51,39,5,24,0,,16
9852,53,53,47,45,3,24,0,,8
9853,54,54,50,39,4,24,0,,15
9854,54,51,49,44,4,24,0,,10
9855,55,53,50,39,5,24,0,,16
9856,64,56,40,32,14,24,0,,32
9857,57,52,48,40,7,24,0,,17
9858,52,52,51,43,2,24,0,,9
9859,55,55,47,40,5,24,0,,15
9860,53,51,51,43,3,24,0,,10
9861,56,52,50,39,6,24,0,,17
9862,53,52,50,43,3,24,0,,10
9863,55,54,49,39,5,24,0,,16
9864,56,56,54,26,6,24,0,,30
9865,56,56,53,28,6,24,0,,28
9866,54,51,50,43,4,24,0,,11
9867,56,53,49,39,6,24,0,,17
9868,53,53,49,43,3,24,0,,10
9869,58,51,48,40,8,24,0,,18
9870,54,52,49,43,4,24,0,,11
9871,53,53,53,38,3,24,0,,15
9872,56,56,48,36,6,24,0,,20
9873,54,53,52,38,4,24,0,,16
9874,55,50,50,43,5,24,0,,12
9875,55,55,48,39,5,24,0,,16
9876,52,52,52,42,2,24,0,,10
9877,54,54,51,38,4,24,0,,16
9878,53,52,51,42,3,24,0,,11
9879,55,53,51,38,5,24,0,,17
9880,58,54,48,36,8,24,0,,22
9881,55,54,54,32,5,24,0,,23
9882,53,53,50,42,3,24,0,,11
9883,55,55,53,32,5,24,0,,23
9884,54,52,50,42,4,24,0,,12
9885,55,54,50,38,5,24,0,,17
9886,55,53,46,44,5,24,0,,11
9887,57,55,43,42,7,24,0,,15
9888,60,56,56,4,10,24,0,,56
9889,56,53,50,38,6,24,0,,18
9890,54,53,49,42,4,24,0,,12
9891,56,55,47,39,6,24,0,,17
9892,55,53,47,43,5,24,0,,12
9893,57,54,52,32,7,24,0,,25
9894,55,52,49,42,5,24,0,,13
9895,55,55,49,38,5,24,0,,17
9896,60,50,50,36,10,24,0,,24
9897,56,54,49,38,6,24,0,,18
9898,53,52,52,41,3,24,0,,12
9899,57,55,45,40,7,24,0,,17
9900,53,53,51,41,3,24,0,,12
9901,50,50,50,49,0,24,0,,1
9902,54,52,51,41,4,24,0,,13
9903,51,50,49,49,1,24,0,,2
9904,54,54,54,34,4,24,0,,20
9905,51,50,50,48,1,24,0,,3
9906,54,53,50,41,4,24,0,,13
9907,51,51,49,48,1,24,0,,3
9908,55,51,51,41,5,24,0,,14
9909,52,50,49,48,2,24,0,,4
9910,55,52,50,41,5,24,0,,14
9911,51,51,50,47,1,24,0,,4
9912,56,54,52,34,6,24,0,,22
9913,52,50,50,47,2,24,0,,5
9914,54,54,49,41,4,24,0,,13
9915,52,51,49,47,2,24,0,,5
9916,55,53,49,41,5,24,0,,14
9917,53,50,48,48,3,24,0,,5
9918,56,51,50,41,6,24,0,,15
9919,51,51,51,46,1,24,0,,5
9920,60,60,44,28,10,24,0,,32
9921,52,51,50,46,2,24,0,,6
9922,53,53,52,40,3,24,0,,13
9923,53,51,48,47,3,24,0,,6
9924,54,52,52,40,4,24,0,,14
9925,52,52,49,46,2,24,0,,6
9926,54,53,51,40,4,24,0,,14
9927,53,51,49,46,3,24,0,,7
9928,56,56,50,34,6,24,0,,22
9929,54,50,48,47,4,24,0,,7
9930,55,52,51,40,5,24,0,,15
9931,52,51,51,45,2,24,0,,7
9932,54,54,50,40,4,24,0,,14
9933,52,52,50,45,2,24,0,,7
9934,55,53,50,40,5,24,0,,15
9935,53,51,50,45,3,24,0,,8
9936,58,54,50,34,8,24,0,,24
9937,54,51,48,46,4,24,0,,8
9938,56,51,51,40,6,24,0,,16
9939,53,52,49,45,3,24,0,,8
9940,55,55,47,41,5,24,0,,14
9941,54,50,50,45,4,24,0,,9
9942,55,54,49,40,5,24,0,,15
9943,53,53,47,46,3,24,0,,7
9944,60,56,42,38,10,24,0,,22
9945,52,52,51,44,2,24,0,,8
9946,55,54,54,33,5,24,0,,22
9947,53,51,51,44,3,24,0,,9
9948,53,53,53,39,3,24,0,,14
9949,53,52,50,44,3,24,0,,9
9950,54,53,52,39,4,24,0,,15
9951,55,50,49,45,5,24,0,,10
9952,64,56,44,28,14,24,0,,36
9953,54,51,50,44,4,24,0,,10
9954,54,54,51,39,4,24,0,,15
9955,53,53,49,44,3,24,0,,9
9956,55,53,51,39,5,24,0,,16
9957,54,52,49,44,4,24,0,,10
9958,56,55,46,41,6,24,0,,15
9959,54,53,47,45,4,24,0,,9
9960,58,56,48,34,8,24,0,,24
9961,52,52,52,43,2,24,0,,9
9962,55,54,50,39,5,24,0,,16
9963,53,52,51,43,3,24,0,,10
9964,57,55,51,33,7,24,0,,24
9965,54,53,48,44,4,24,0,,10
9966,56,53,50,39,6,24,0,,17
9967,53,53,50,43,3,24,0,,10
9968,58,58,54,18,8,24,0,,40
9969,54,52,50,43,4,24,0,,11
9970,56,55,47,40,6,24,0,,16
9971,56,51,47,45,6,24,0,,11
9972,55,55,49,39,5,24,0,,16
9973,54,54,46,45,4,24,0,,9
9974,56,54,49,39,6,24,0,,17
9975,54,53,49,43,4,24,0,,11
9976,60,54,48,34,10,24,0,,26
9977,54,54,47,44,4,24,0,,10
9978,54,53,53,38,4,24,0,,16
9979,55,52,49,43,5,24,0,,12
9980,54,54,52,38,4,24,0,,16
9981,53,52,52,42,3,24,0,,11
9982,55,53,52,38,5,24,0,,17
9983,53,53,51,42,3,24,0,,11
9984,56,56,56,24,6,24,0,,32
9985,54,52,51,42,4,24,0,,12
9986,55,54,51,38,5,24,0,,17
9987,55,53,48,43,5,24,0,,12
9988,56,52,52,38,6,24,0,,18
9989,54,53,50,42,4,24,0,,12
9990,55,55,54,32,5,24,0,,23
9991,55,51,51,42,5,24,0,,13
9992,56,54,54,32,6,24,0,,24
9993,55,52,50,42,5,24,0,,13
9994,55,55,50,38,5,24,0,,17
9995,56,53,45,45,6,24,0,,11
9996,56,54,50,38,6,24,0,,18
9997,54,54,49,42,4,24,0,,12
9998,57,52,51,38,7,24,0,,19
9999,55,53,49,42,5,24,0,,13
10000,50,50,50,50,0,24,0,,0
10001,56,51,50,42,5,24,0,,14
10002,51,50,50,49,0,24,0,,2
10003,53,53,52,41,2,24,0,,12
10004,51,51,49,49,0,24,0,,2
10005,54,52,52,41,3,24,0,,13
10006,51,51,50,48,0,24,0,,3
10007,54,53,51,41,3,24,0,,13
10008,52,50,50,48,1,24,0,,4
10009,55,54,48,42,4,24,0,,13
10010,52,51,49,48,1,24,0,,4
10011,55,52,51,41,4,24,0,,14
10012,51,51,51,47,0,24,0,,4
10013,54,54,50,41,3,24,0,,13
10014,52,51,50,47,1,24,0,,5
10015,55,53,50,41,4,24,0,,14
10016,52,52,48,48,1,24,0,,4
10017,56,54,46,43,5,24,0,,13
10018,52,52,49,47,1,24,0,,5
10019,56,51,51,41,5,24,0,,15
10020,53,51,49,47,2,24,0,,6
10021,56,52,50,41,5,24,0,,15
10022,52,51,51,46,1,24,0,,6
10023,55,54,49,41,4,24,0,,14
10024,52,52,50,46,1,24,0,,6
10025,56,54,47,42,5,24,0,,14
10026,53,51,50,46,2,24,0,,7
10027,53,53,53,40,2,24,0,,13
10028,57,53,51,37,6,24,0,,20
10029,54,53,52,40,3,24,0,,14
10030,53,52,49,46,2,24,0,,7
10031,57,51,50,41,6,24,0,,16
10032,54,50,50,46,3,24,0,,8
10033,54,54,51,40,3,24,0,,14
10034,52,52,51,45,1,24,0,,7
10035,55,53,51,40,4,24,0,,15
10036,53,51,51,45,2,24,0,,8
10037,56,54,48,41,5,24,0,,15
10038,53,52,50,45,2,24,0,,8
10039,57,54,45,43,6,24,0,,14
10040,54,52,48,46,3,24,0,,8
10041,55,54,50,40,4,24,0,,15
10042,54,51,50,45,3,24,0,,9
10043,57,53,48,41,6,24,0,,16
10044,53,53,49,45,2,24,0,,8
10045,56,53,50,40,5,24,0,,16
10046,54,52,49,45,3,24,0,,9
10047,58,51,49,41,7,24,0,,17
10048,52,52,52,44,1,24,0,,8
10049,58,58,45,36,7,24,0,,22
10050,53,52,51,44,2,24,0,,9
10051,55,55,49,40,4,24,0,,15
10052,55,51,49,45,4,24,0,,10
10053,56,54,49,40,5,24,0,,16
10054,53,53,50,44,2,24,0,,9
10055,54,53,53,39,3,24,0,,15
10056,54,52,50,44,3,24,0,,10
10057,54,54,52,39,3,24,0,,15
10058,55,52,48,45,4,24,0,,10
10059,55,53,52,39,4,24,0,,16
10060,57,57,51,31,6,24,0,,26
10061,56,56,45,42,5,24,0,,14
10062,54,53,49,44,3,24,0,,10
10063,55,54,51,39,4,24,0,,16
10064,54,54,46,46,3,24,0,,8
10065,56,52,52,39,5,24,0,,17
10066,53,52,52,43,2,24,0,,10
10067,56,53,51,39,5,24,0,,17
10068,53,53,51,43,2,24,0,,10
10069,56,56,46,41,5,24,0,,15
10070,54,52,51,43,3,24,0,,11
10071,55,55,50,39,4,24,0,,16
10072,54,54,48,44,3,24,0,,10
10073,56,54,50,39,5,24,0,,17
10074,54,53,50,43,3,24,0,,11
10075,57,52,51,39,6,24,0,,18
10076,55,51,51,43,4,24,0,,12
10077,58,53,48,40,7,24,0,,18
10078,55,52,50,43,4,24,0,,12
10079,57,53,50,39,6,24,0,,18
10080,56,52,48,44,5,24,0,,12
10081,56,56,47,40,5,24,0,,16
10082,54,54,49,43,3,24,0,,11
10083,56,55,49,39,5,24,0,,17
10084,55,53,49,43,4,24,0,,12
10085,54,54,53,38,3,24,0,,16
10086,53,53,52,42,2,24,0,,11
10087,55,53,53,38,4,24,0,,17
10088,54,52,52,42,3,24,0,,12
10089,55,54,52,38,4,24,0,,17
10090,54,53,51,42,3,24,0,,12
10091,57,56,45,41,6,24,0,,16
10092,57,53,53,35,6,24,0,,22
10093,56,53,52,38,5,24,0,,18
10094,55,52,51,42,4,24,0,,13
10095,55,55,51,38,4,24,0,,17
10096,54,54,50,42,3,24,0,,12
10097,56,54,51,38,5,24,0,,18
10098,55,53,50,42,4,24,0,,13
10099,55,55,55,32,4,24,0,,23
10100,55,55,45,45,4,24,0,,10
10101,51,50,50,50,0,24,0,,1
10102,55,55,46,44,4,24,0,,11
10103,51,51,50,49,0,24,0,,2
10104,56,52,50,42,5,24,0,,14
10105,52,50,50,49,1,24,0,,3
10106,55,54,49,42,4,24,0,,13
10107,51,51,51,48,0,24,0,,3
10108,53,53,53,41,2,24,0,,12
10109,52,51,50,48,1,24,0,,4
10110,54,53,52,41,3,24,0,,13
10111,53,50,49,49,2,24,0,,4
10112,64,56,48,24,13,24,0,,40
10113,52,52,49,48,1,24,0,,4
10114,54,54,51,41,3,24,0,,13
10115,52,51,51,47,1,24,0,,5
10116,55,53,51,41,4,24,0,,14
10117,52,52,50,47,1,24,0,,5
10118,55,55,48,42,4,24,0,,13
10119,53,51,50,47,2,24,0,,6
10120,56,54,48,42,5,24,0,,14
10121,53,52,48,48,2,24,0,,5
10122,55,54,50,41,4,24,0,,14
10123,53,52,49,47,2,24,0,,6
10124,56,54,54,34,5,24,0,,22
10125,52,52,51,46,1,24,0,,6
10126,56,53,50,41,5,24,0,,15
10127,53,51,51,46,2,24,0,,7
10128,58,50,50,42,7,24,0,,16
10129,53,52,50,46,2,24,0,,7
10130,57,54,46,43,6,24,0,,14
10131,53,53,48,47,2,24,0,,6
10132,55,55,49,41,4,24,0,,14
10133,54,51,50,46,3,24,0,,8
10134,54,53,53,40,3,24,0,,14
10135,53,53,49,46,2,24,0,,7
10136,54,54,52,40,3,24,0,,14
10137,52,52,52,45,1,24,0,,7
10138,55,53,52,40,4,24,0,,15
10139,53,52,51,45,2,24,0,,8
10140,57,53,49,41,6,24,0,,16
10141,55,50,50,46,4,24,0,,9
10142,55,54,51,40,4,24,0,,15
10143,53,53,50,45,2,24,0,,8
10144,56,52,52,40,5,24,0,,16
10145,54,52,50,45,3,24,0,,9
10146,56,53,51,40,5,24,0,,16
10147,55,52,47,47,4,24,0,,8
10148,57,55,45,43,6,24,0,,14
10149,55,52,48,46,4,24,0,,9
10150,55,55,50,40,4,24,0,,15
10151,54,53,49,45,3,24,0,,9
10152,56,54,50,40,5,24,0,,16
10153,53,52,52,44,2,24,0,,9
10154,57,52,51,40,6,24,0,,17
10155,53,53,51,44,2,24,0,,9
10156,58,56,50,34,7,24,0,,24
10157,54,52,51,44,3,24,0,,10
10158,57,53,50,40,6,24,0,,17
10159,55,53,47,46,4,24,0,,9
10160,58,54,46,42,7,24,0,,16
10161,54,53,50,44,3,24,0,,10
10162,54,54,53,39,3,24,0,,15
10163,55,51,51,44,4,24,0,,11
10164,55,53,53,39,4,24,0,,16
10165,55,52,50,44,4,24,0,,11
10166,55,54,52,39,4,24,0,,16
10167,57,49,49,46,6,24,0,,11
10168,58,52,50,40,7,24,0,,18
10169,54,54,49,44,3,24,0,,10
10170,56,53,52,39,5,24,0,,17
10171,53,53,52,43,2,24,0,,10
10172,55,55,51,39,4,24,0,,16
10173,54,52,52,43,3,24,0,,11
10174,56,54,51,39,5,24,0,,17
10175,54,53,51,43,3,24,0,,11
10176,56,56,48,40,5,24,0,,16
10177,56,52,49,44,5,24,0,,12
10178,57,52,52,39,6,24,0,,18
10179,55,52,51,43,4,24,0,,12
10180,57,53,51,39,6,24,0,,18
10181,54,54,50,43,3,24,0,,11
10182,56,55,50,39,5,24,0,,17
10183,55,53,50,43,4,24,0,,12
10184,58,54,48,40,7,24,0,,18
10185,56,53,48,44,5,24,0,,12
10186,57,54,50,39,6,24,0,,18
10187,56,51,51,43,5,24,0,,13
10188,57,57,51,33,6,24,0,,24
10189,56,52,50,43,5,24,0,,13
10190,58,52,51,39,7,24,0,,19
10191,53,53,53,42,2,24,0,,11
10192,54,54,54,38,3,24,0,,16
10193,54,53,52,42,3,24,0,,12
10194,55,54,53,38,4,24,0,,17
10195,55,55,47,44,4,24,0,,11
10196,57,55,49,39,6,24,0,,18
10197,54,54,51,42,3,24,0,,12
10198,55,55,52,38,4,24,0,,17
10199,55,53,51,42,4,24,0,,13
10200,56,54,52,38,5,24,0,,18
10201,56,56,52,35,5,24,0,,21
10202,51,51,50,50,0,24,0,,1
10203,55,55,48,43,4,24,0,,12
10204,51,51,51,49,0,24,0,,2
10205,55,54,50,42,4,24,0,,13
10206,52,51,50,49,1,24,0,,3
10207,57,57,53,30,6,24,0,,27
10208,60,52,48,40,9,24,0,,20
10209,56,53,50,42,5,24,0,,14
10210,52,51,51,48,1,24,0,,4
10211,56,55,45,45,5,24,0,,11
10212,52,52,50,48,1,24,0,,4
10213,56,55,46,44,5,24,0,,12
10214,53,51,50,48,2,24,0,,5
10215,54,53,53,41,3,24,0,,13
10216,56,56,50,38,5,24,0,,18
10217,54,54,52,41,3,24,0,,13
10218,52,52,51,47,1,24,0,,5
10219,55,53,52,41,4,24,0,,14
10220,53,51,51,47,2,24,0,,6
10221,58,52,48,43,7,24,0,,15
10222,53,52,50,47,2,24,0,,6
10223,55,54,51,41,4,24,0,,14
10224,58,54,50,38,7,24,0,,20
10225,56,52,52,41,5,24,0,,15
10226,53,53,48,48,2,24,0,,5
10227,56,53,51,41,5,24,0,,15
10228,52,52,52,46,1,24,0,,6
10229,56,55,48,42,5,24,0,,14
10230,53,52,51,46,2,24,0,,7
10231,55,55,50,41,4,24,0,,14
10232,60,54,46,40,9,24,0,,20
10233,56,54,50,41,5,24,0,,15
10234,53,53,50,46,2,24,0,,7
10235,57,52,51,41,6,24,0,,16
10236,54,52,50,46,3,24,0,,8
10237,56,56,46,43,5,24,0,,13
10238,54,53,48,47,3,24,0,,7
10239,57,53,50,41,6,24,0,,16
10240,64,64,32,32,13,24,0,,32
10241,54,54,53,40,3,24,0,,14
10242,53,52,52,45,2,24,0,,8
10243,55,53,53,40,4,24,0,,15
10244,53,53,51,45,2,24,0,,8
10245,55,54,52,40,4,24,0,,15
10246,54,52,51,45,3,24,0,,9
10247,57,54,49,41,6,24,0,,16
10248,58,56,48,38,7,24,0,,20
10249,56,53,52,40,5,24,0,,16
10250,54,53,50,45,3,24,0,,9
10251,55,55,51,40,4,24,0,,15
10252,54,54,48,46,3,24,0,,8
10253,56,54,51,40,5,24,0,,16
10254,55,52,50,45,4,24,0,,10
10255,57,57,51,34,6,24,0,,23
10256,58,58,42,42,7,24,0,,16
10257,56,56,48,41,5,24,0,,15
10258,53,53,52,44,2,24,0,,9
10259,57,53,51,40,6,24,0,,17
10260,54,52,52,44,3,24,0,,10
10261,56,55,50,40,5,24,0,,16
10262,54,53,51,44,3,24,0,,10
10263,58,55,45,43,7,24,0,,15
10264,56,54,54,36,5,24,0,,20
10265,57,54,50,40,6,24,0,,17
10266,55,52,51,44,4,24,0,,11
10267,59,52,49,41,8,24,0,,18
10268,54,54,50,44,3,24,0,,10
10269,54,54,54,39,3,24,0,,15
10270,55,53,50,44,4,24,0,,11
10271,55,54,53,39,4,24,0,,16
10272,56,56,52,36,5,24,0,,20
10273,56,56,49,40,5,24,0,,16
10274,56,51,51,44,5,24,0,,12
10275,55,55,52,39,4,24,0,,16
10276,53,53,53,43,2,24,0,,10
10277,56,54,52,39,5,24,0,,17
10278,54,53,52,43,3,24,0,,11
10279,57,55,54,33,6,24,0,,24
10280,58,54,52,36,7,24,0,,22
10281,58,54,49,40,7,24,0,,18
10282,54,54,51,43,3,24,0,,11
10283,56,55,51,39,5,24,0,,17
10284,55,53,51,43,4,24,0,,12
10285,58,54,54,33,7,24,0,,25
10286,56,54,47,45,5,24,0,,11
10287,57,54,51,39,6,24,0,,18
10288,58,58,46,38,7,24,0,,20
10289,57,56,48,40,6,24,0,,17
10290,55,54,50,43,4,24,0,,12
10291,57,57,52,33,6,24,0,,24
10292,56,54,48,44,5,24,0,,12
