# Four-square balance gap -- per-n companion table.
# Every n = x^2 + y^2 + z^2 + w^2 with x >= y >= z >= w >= 0 (Lagrange).
# (x,y,z,w) is the most balanced such decomposition (minimal largest part x).
# gap = x - ceil(sqrt(n/4)) = g(n); spread = x - w (context only).
#   Check any row by hand: x*x + y*y + z*z + w*w = n and gap = x - ceil(sqrt(n/4)).
# is_record = 1 where gap exceeds every smaller n (running maximum);
#   best_so_far is that running maximum; record_index counts the records 1,2,3,...
# Illustrative companion to the gap-record-location sequence; generated by
#   src/gap_table.py (engine src/foursquare.py, 'min' mode).
n,x,y,z,w,gap,best_so_far,is_record,record_index,spread
10293,56,56,50,39,5,24,0,,17
10294,56,53,50,43,5,24,0,,13
10295,57,55,50,39,6,24,0,,18
10296,58,56,50,36,7,24,0,,22
10297,58,56,46,41,7,24,0,,17
10298,54,53,53,42,3,24,0,,12
10299,59,55,52,33,8,24,0,,26
10300,54,54,52,42,3,24,0,,12
10301,55,54,54,38,4,24,0,,17
10302,55,53,52,42,4,24,0,,13
10303,51,51,51,50,0,24,0,,1
10304,60,52,52,36,9,24,0,,24
10305,52,51,50,50,1,24,0,,2
10306,55,54,51,42,4,24,0,,13
10307,52,51,51,49,1,24,0,,3
10308,56,52,52,42,5,24,0,,14
10309,52,52,50,49,1,24,0,,3
10310,56,53,51,42,5,24,0,,14
10311,53,51,50,49,2,24,0,,4
10312,58,56,56,26,7,24,0,,32
10313,52,52,51,48,1,24,0,,4
10314,55,55,50,42,4,24,0,,13
10315,53,51,51,48,2,24,0,,5
10316,56,54,50,42,5,24,0,,14
10317,53,52,50,48,2,24,0,,5
10318,57,52,51,42,6,24,0,,15
10319,54,51,49,49,3,24,0,,5
10320,58,58,54,26,7,24,0,,32
10321,52,52,52,47,1,24,0,,5
10322,54,54,53,41,3,24,0,,13
10323,53,52,51,47,2,24,0,,6
10324,55,53,53,41,4,24,0,,14
10325,54,52,49,48,3,24,0,,6
10326,55,54,52,41,4,24,0,,14
10327,53,53,50,47,2,24,0,,6
10328,58,58,48,36,7,24,0,,22
10329,54,52,50,47,3,24,0,,7
10330,56,53,52,41,5,24,0,,15
10331,55,51,49,48,4,24,0,,7
10332,55,55,51,41,4,24,0,,14
10333,53,52,52,46,2,24,0,,7
10334,56,54,51,41,5,24,0,,15
10335,53,53,51,46,2,24,0,,7
10336,60,56,48,36,9,24,0,,24
10337,54,52,51,46,3,24,0,,8
10338,57,52,52,41,6,24,0,,16
10339,55,52,49,47,4,24,0,,8
10340,56,56,48,42,5,24,0,,14
10341,54,53,50,46,3,24,0,,8
10342,56,55,50,41,5,24,0,,15
10343,55,51,51,46,4,24,0,,9
10344,56,56,54,34,5,24,0,,22
10345,54,54,48,47,3,24,0,,7
10346,57,54,50,41,6,24,0,,16
10347,53,53,52,45,2,24,0,,8
10348,54,54,54,40,3,24,0,,14
10349,54,52,52,45,3,24,0,,9
10350,55,54,53,40,4,24,0,,15
10351,54,53,51,45,3,24,0,,9
10352,58,54,54,34,7,24,0,,24
10353,56,51,50,46,5,24,0,,10
10354,55,55,52,40,4,24,0,,15
10355,55,52,51,45,4,24,0,,10
10356,56,54,52,40,5,24,0,,16
10357,54,54,50,45,3,24,0,,9
10358,57,56,47,42,6,24,0,,15
10359,55,53,50,45,4,24,0,,10
10360,58,56,52,34,7,24,0,,24
10361,55,54,48,46,4,24,0,,9
10362,56,55,51,40,5,24,0,,16
10363,53,53,53,44,2,24,0,,9
10364,57,57,55,29,6,24,0,,28
10365,54,53,52,44,3,24,0,,10
10366,57,54,51,40,6,24,0,,17
10367,55,54,49,45,4,24,0,,10
10368,64,56,56,0,13,24,0,,64
10369,54,54,51,44,3,24,0,,10
10370,57,56,48,41,6,24,0,,16
10371,55,53,51,44,4,24,0,,11
10372,56,56,50,40,5,24,0,,16
10373,56,55,54,36,5,24,0,,20
10374,57,55,50,40,6,24,0,,17
10375,55,55,47,46,4,24,0,,9
10376,60,54,52,34,9,24,0,,26
10377,55,54,50,44,4,24,0,,11
10378,55,54,54,39,4,24,0,,16
10379,55,55,48,45,4,24,0,,10
10380,55,55,53,39,4,24,0,,16
10381,56,53,50,44,5,24,0,,12
10382,56,54,53,39,5,24,0,,17
10383,54,53,53,43,3,24,0,,11
10384,58,58,50,34,7,24,0,,24
10385,54,54,52,43,3,24,0,,11
10386,56,55,52,39,5,24,0,,17
10387,55,53,52,43,4,24,0,,12
10388,57,53,53,39,6,24,0,,18
10389,56,54,49,44,5,24,0,,12
10390,57,54,52,39,6,24,0,,18
10391,55,54,51,43,4,24,0,,12
10392,60,56,50,34,9,24,0,,26
10393,56,52,52,43,5,24,0,,13
10394,56,56,51,39,5,24,0,,17
10395,56,53,51,43,5,24,0,,13
10396,57,55,51,39,6,24,0,,18
10397,57,54,46,46,6,24,0,,11
10398,58,53,52,39,7,24,0,,19
10399,55,55,50,43,4,24,0,,12
10400,60,60,40,40,9,24,0,,20
10401,56,54,50,43,5,24,0,,13
10402,57,57,48,40,6,24,0,,17
10403,57,52,51,43,6,24,0,,14
10404,51,51,51,51,0,24,0,,0
10405,54,54,53,42,2,24,0,,12
10406,52,51,51,50,0,24,0,,2
10407,55,53,53,42,3,24,0,,13
10408,52,52,50,50,0,24,0,,2
10409,55,54,52,42,3,24,0,,13
10410,52,52,51,49,0,24,0,,3
10411,56,55,49,43,4,24,0,,13
10412,53,51,51,49,1,24,0,,4
10413,56,53,52,42,4,24,0,,14
10414,53,52,50,49,1,24,0,,4
10415,55,55,51,42,3,24,0,,13
10416,52,52,52,48,0,24,0,,4
10417,56,54,51,42,4,24,0,,14
10418,53,52,51,48,1,24,0,,5
10419,57,55,47,44,5,24,0,,13
10420,53,53,49,49,1,24,0,,4
10421,57,52,52,42,5,24,0,,15
10422,53,53,50,48,1,24,0,,5
10423,57,53,51,42,5,24,0,,15
10424,54,52,50,48,2,24,0,,6
10425,56,55,50,42,4,24,0,,14
10426,53,52,52,47,1,24,0,,6
10427,57,55,48,43,5,24,0,,14
10428,53,53,51,47,1,24,0,,6
10429,54,54,54,41,2,24,0,,13
10430,54,52,51,47,2,24,0,,7
10431,55,54,53,41,3,24,0,,14
10432,56,56,56,32,4,24,0,,24
10433,58,52,51,42,6,24,0,,16
10434,54,53,50,47,2,24,0,,7
10435,55,55,52,41,3,24,0,,14
10436,55,51,51,47,3,24,0,,8
10437,56,54,52,41,4,24,0,,15
10438,53,53,52,46,1,24,0,,7
10439,57,55,49,42,5,24,0,,15
10440,54,52,52,46,2,24,0,,8
10441,58,55,46,44,6,24,0,,14
10442,54,53,51,46,2,24,0,,8
10443,56,55,51,41,4,24,0,,15
10444,55,53,49,47,3,24,0,,8
10445,58,54,49,42,6,24,0,,16
10446,55,52,51,46,3,24,0,,9
10447,57,54,51,41,5,24,0,,16
10448,54,54,50,46,2,24,0,,8
10449,59,52,50,42,7,24,0,,17
10450,55,53,50,46,3,24,0,,9
10451,60,51,49,43,8,24,0,,17
10452,53,53,53,45,1,24,0,,8
10453,56,56,50,41,4,24,0,,15
10454,54,53,52,45,2,24,0,,9
10455,57,55,50,41,5,24,0,,16
10456,56,52,50,46,4,24,0,,10
10457,55,54,54,40,3,24,0,,15
10458,54,54,51,45,2,24,0,,9
10459,55,55,53,40,3,24,0,,15
10460,55,53,51,45,3,24,0,,10
10461,56,54,53,40,4,24,0,,16
10462,56,53,49,46,4,24,0,,10
10463,57,57,46,43,5,24,0,,14
10464,60,56,52,32,8,24,0,,28
10465,56,55,52,40,4,24,0,,16
10466,55,54,50,45,3,24,0,,10
10467,57,53,53,40,5,24,0,,17
10468,55,55,47,47,3,24,0,,8
10469,57,54,52,40,5,24,0,,17
10470,54,53,53,44,2,24,0,,10
10471,57,57,47,42,5,24,0,,15
10472,54,54,52,44,2,24,0,,10
10473,56,56,51,40,4,24,0,,16
10474,55,53,52,44,3,24,0,,11
10475,57,55,51,40,5,24,0,,17
10476,55,55,49,45,3,24,0,,10
10477,58,53,52,40,6,24,0,,18
10478,55,54,51,44,3,24,0,,11
10479,58,57,55,29,6,24,0,,29
10480,56,52,52,44,4,24,0,,12
10481,58,54,51,40,6,24,0,,18
10482,56,53,51,44,4,24,0,,12
10483,57,57,48,41,5,24,0,,16
10484,56,56,54,36,4,24,0,,20
10485,57,56,50,40,5,24,0,,17
10486,55,55,50,44,3,24,0,,11
10487,55,55,54,39,3,24,0,,16
10488,56,54,50,44,4,24,0,,12
10489,56,54,54,39,4,24,0,,17
10490,54,54,53,43,2,24,0,,11
10491,56,55,53,39,4,24,0,,17
10492,55,53,53,43,3,24,0,,12
10493,58,57,46,42,6,24,0,,16
10494,55,54,52,43,3,24,0,,12
10495,57,54,53,39,5,24,0,,18
10496,64,64,48,0,12,24,0,,64
10497,56,56,52,39,4,24,0,,17
10498,56,53,52,43,4,24,0,,13
10499,57,55,52,39,5,24,0,,18
10500,55,55,51,43,3,24,0,,12
10501,58,56,49,40,6,24,0,,18
10502,56,54,51,43,4,24,0,,13
10503,57,57,54,33,5,24,0,,24
10504,56,56,46,46,4,24,0,,10
10505,58,54,52,39,6,24,0,,19
10506,56,56,47,45,4,24,0,,11
10507,52,51,51,51,0,24,0,,1
10508,57,53,51,43,5,24,0,,14
10509,52,52,51,50,0,24,0,,2
10510,56,55,50,43,4,24,0,,13
10511,53,51,51,50,1,24,0,,3
10512,54,54,54,42,2,24,0,,12
10513,52,52,52,49,0,24,0,,3
10514,55,54,53,42,3,24,0,,13
10515,53,52,51,49,1,24,0,,4
10516,59,59,55,23,7,24,0,,36
10517,54,51,50,50,2,24,0,,4
10518,55,55,52,42,3,24,0,,13
10519,53,53,50,49,1,24,0,,4
10520,56,54,52,42,4,24,0,,14
10521,53,52,52,48,1,24,0,,5
10522,56,56,49,43,4,24,0,,13
10523,53,53,51,48,1,24,0,,5
10524,57,55,49,43,5,24,0,,14
10525,54,52,51,48,2,24,0,,6
10526,56,55,51,42,4,24,0,,14
10527,54,53,49,49,2,24,0,,5
10528,60,60,48,32,8,24,0,,28
10529,54,53,50,48,2,24,0,,6
10530,57,54,51,42,5,24,0,,15
10531,53,53,52,47,1,24,0,,6
10532,57,57,53,35,5,24,0,,22
10533,54,52,52,47,2,24,0,,7
10534,57,57,56,30,5,24,0,,27
10535,54,53,51,47,2,24,0,,7
10536,56,56,50,42,4,24,0,,14
10537,54,54,49,48,2,24,0,,6
10538,55,54,54,41,3,24,0,,14
10539,55,52,51,47,3,24,0,,8
10540,55,55,53,41,3,24,0,,14
10541,54,54,50,47,2,24,0,,7
10542,56,54,53,41,4,24,0,,15
10543,53,53,53,46,1,24,0,,7
10544,58,54,50,42,6,24,0,,16
10545,54,53,52,46,2,24,0,,8
10546,56,55,52,41,4,24,0,,15
10547,56,51,51,47,4,24,0,,9
10548,57,53,53,41,5,24,0,,16
10549,54,54,51,46,2,24,0,,8
10550,57,54,52,41,5,24,0,,16
10551,55,53,51,46,3,24,0,,9
10552,58,56,46,44,6,24,0,,14
10553,56,53,48,48,4,24,0,,8
10554,56,56,51,41,4,24,0,,15
10555,56,53,49,47,4,24,0,,9
10556,57,55,51,41,5,24,0,,16
10557,55,54,50,46,3,24,0,,9
10558,58,53,52,41,6,24,0,,17
10559,54,53,53,45,2,24,0,,9
10560,64,56,48,32,12,24,0,,32
10561,54,54,52,45,2,24,0,,9
10562,58,54,51,41,6,24,0,,17
10563,55,53,52,45,3,24,0,,10
10564,56,56,56,34,4,24,0,,22
10565,56,54,48,47,4,24,0,,9
10566,55,55,54,40,3,24,0,,15
10567,55,54,51,45,3,24,0,,10
10568,56,54,54,40,4,24,0,,16
10569,56,52,52,45,4,24,0,,11
10570,56,55,53,40,4,24,0,,16
10571,56,53,51,45,4,24,0,,11
10572,58,56,54,34,6,24,0,,24
10573,58,50,50,47,6,24,0,,11
10574,57,54,53,40,5,24,0,,17
10575,55,55,50,45,3,24,0,,10
10576,56,56,52,40,4,24,0,,16
10577,54,54,53,44,2,24,0,,10
10578,57,55,52,40,5,24,0,,17
10579,55,53,53,44,3,24,0,,11
10580,57,57,49,41,5,24,0,,16
10581,55,54,52,44,3,24,0,,11
10582,58,53,53,40,6,24,0,,18
10583,57,53,50,45,5,24,0,,12
10584,58,54,52,40,6,24,0,,18
10585,56,53,52,44,4,24,0,,12
10586,57,56,51,40,5,24,0,,17
10587,55,55,51,44,3,24,0,,11
10588,57,57,57,29,5,24,0,,28
10589,56,54,51,44,4,24,0,,12
10590,58,55,51,40,6,24,0,,18
10591,57,54,49,45,5,24,0,,12
10592,60,60,56,16,8,24,0,,44
10593,56,56,55,36,4,24,0,,20
10594,58,58,55,29,6,24,0,,29
10595,57,53,51,44,5,24,0,,13
10596,55,55,55,39,3,24,0,,16
10597,54,54,54,43,2,24,0,,11
10598,56,55,54,39,4,24,0,,17
10599,55,54,53,43,3,24,0,,12
10600,58,56,50,40,6,24,0,,18
10601,56,56,48,45,4,24,0,,11
10602,56,56,53,39,4,24,0,,17
10603,55,55,52,43,3,24,0,,12
10604,57,55,53,39,5,24,0,,18
10605,56,54,52,43,4,24,0,,13
10606,59,55,50,40,7,24,0,,19
10607,59,51,50,45,7,24,0,,14
10608,58,58,46,42,6,24,0,,16
10609,56,56,49,44,4,24,0,,12
10610,52,52,51,51,0,24,0,,1
10611,56,55,51,43,4,24,0,,13
10612,52,52,52,50,0,24,0,,2
10613,58,57,52,36,6,24,0,,22
10614,53,52,51,50,1,24,0,,3
10615,57,54,51,43,5,24,0,,14
10616,60,54,50,40,8,24,0,,20
10617,57,56,46,46,5,24,0,,11
10618,53,52,52,49,1,24,0,,4
10619,57,56,47,45,5,24,0,,12
10620,53,53,51,49,1,24,0,,4
10621,55,54,54,42,3,24,0,,13
10622,54,52,51,49,2,24,0,,5
10623,55,55,53,42,3,24,0,,13
10624,64,56,56,16,12,24,0,,48
10625,56,54,53,42,4,24,0,,14
10626,53,53,52,48,1,24,0,,5
10627,59,53,49,44,7,24,0,,15
10628,54,52,52,48,2,24,0,,6
10629,56,55,52,42,4,24,0,,14
10630,54,53,51,48,2,24,0,,6
10631,57,53,53,42,5,24,0,,15
10632,56,56,54,38,4,24,0,,18
10633,56,56,56,35,4,24,0,,21
10634,54,54,49,49,2,24,0,,5
10635,57,56,49,43,5,24,0,,14
10636,53,53,53,47,1,24,0,,6
10637,56,56,51,42,4,24,0,,14
10638,54,53,52,47,2,24,0,,7
10639,57,55,51,42,5,24,0,,15
10640,58,54,54,38,6,24,0,,20
10641,58,53,52,42,6,24,0,,16
10642,54,54,51,47,2,24,0,,7
10643,57,57,47,44,5,24,0,,13
10644,55,53,51,47,3,24,0,,8
10645,58,54,51,42,6,24,0,,16
10646,55,54,49,48,3,24,0,,7
10647,55,55,54,41,3,24,0,,14
10648,58,56,52,38,6,24,0,,20
10649,56,54,54,41,4,24,0,,15
10650,54,53,53,46,2,24,0,,8
10651,56,55,53,41,4,24,0,,15
10652,54,54,52,46,2,24,0,,8
10653,58,55,50,42,6,24,0,,16
10654,55,53,52,46,3,24,0,,9
10655,57,54,53,41,5,24,0,,16
10656,60,56,56,28,8,24,0,,32
10657,56,56,52,41,4,24,0,,15
10658,55,54,51,46,3,24,0,,9
10659,57,55,52,41,5,24,0,,16
10660,55,55,49,47,3,24,0,,8
10661,59,54,50,42,7,24,0,,17
10662,56,53,51,46,4,24,0,,10
10663,57,57,49,42,5,24,0,,15
10664,60,54,52,38,8,24,0,,22
10665,58,54,52,41,6,24,0,,17
10666,54,54,53,45,2,24,0,,9
10667,57,56,51,41,5,24,0,,16
10668,55,53,53,45,3,24,0,,10
10669,59,56,46,44,7,24,0,,15
10670,55,54,52,45,3,24,0,,10
10671,58,55,51,41,6,24,0,,17
10672,58,58,50,38,6,24,0,,20
10673,60,53,50,42,8,24,0,,18
10674,56,53,52,45,4,24,0,,11
10675,55,55,55,40,3,24,0,,15
10676,55,55,51,45,3,24,0,,10
10677,56,55,54,40,4,24,0,,16
10678,56,54,51,45,4,24,0,,11
10679,57,57,50,41,5,24,0,,16
10680,60,56,50,38,8,24,0,,22
10681,56,56,53,40,4,24,0,,16
10682,57,52,52,45,5,24,0,,12
10683,57,55,53,40,5,24,0,,17
10684,54,54,54,44,2,24,0,,10
10685,58,57,54,34,6,24,0,,24
10686,55,54,53,44,3,24,0,,11
10687,59,55,50,41,7,24,0,,18
10688,60,60,52,28,8,24,0,,32
10689,57,56,52,40,5,24,0,,17
10690,55,55,52,44,3,24,0,,11
10691,59,57,45,44,7,24,0,,15
10692,56,54,52,44,4,24,0,,12
10693,58,55,52,40,6,24,0,,18
10694,57,55,48,46,5,24,0,,11
10695,58,57,49,41,6,24,0,,17
10696,62,52,52,38,10,24,0,,24
10697,60,54,50,41,8,24,0,,19
10698,56,55,51,44,4,24,0,,12
10699,57,57,51,40,5,24,0,,17
10700,57,55,49,45,5,24,0,,12
10701,58,56,51,40,6,24,0,,18
10702,57,54,51,44,5,24,0,,13
10703,58,57,57,29,6,24,0,,29
10704,56,56,56,36,4,24,0,,20
10705,58,58,56,29,6,24,0,,29
10706,55,54,54,43,3,24,0,,12
10707,56,55,55,39,4,24,0,,17
10708,55,55,53,43,3,24,0,,12
10709,56,56,54,39,4,24,0,,17
10710,56,54,53,43,4,24,0,,13
10711,57,55,54,39,5,24,0,,18
10712,58,56,54,36,6,24,0,,22
10713,52,52,52,51,0,24,0,,1
10714,56,55,52,43,4,24,0,,13
10715,53,52,51,51,1,24,0,,2
10716,57,53,53,43,5,24,0,,14
10717,53,52,52,50,1,24,0,,3
10718,57,54,52,43,5,24,0,,14
10719,53,53,51,50,1,24,0,,3
10720,64,56,52,28,12,24,0,,36
10721,54,52,51,50,2,24,0,,4
10722,56,56,51,43,4,24,0,,13
10723,53,53,52,49,1,24,0,,4
10724,57,55,51,43,5,24,0,,14
10725,54,52,52,49,2,24,0,,5
10726,58,53,52,43,6,24,0,,15
10727,54,53,51,49,2,24,0,,5
10728,58,58,52,36,6,24,0,,22
10729,55,52,50,50,3,24,0,,5
10730,55,55,54,42,3,24,0,,13
10731,53,53,53,48,1,24,0,,5
10732,56,54,54,42,4,24,0,,14
10733,54,53,52,48,2,24,0,,6
10734,56,55,53,42,4,24,0,,14
10735,55,53,50,49,3,24,0,,6
10736,60,56,52,36,8,24,0,,24
10737,54,54,51,48,2,24,0,,6
10738,57,54,53,42,5,24,0,,15
10739,55,53,51,48,3,24,0,,7
10740,56,56,52,42,4,24,0,,14
10741,56,52,50,49,4,24,0,,7
10742,57,55,52,42,5,24,0,,15
10743,54,53,53,47,2,24,0,,7
10744,62,58,44,40,10,24,0,,22
10745,54,54,52,47,2,24,0,,7
10746,57,56,56,35,5,24,0,,22
10747,55,53,52,47,3,24,0,,8
10748,57,57,49,43,5,24,0,,14
10749,56,53,50,48,4,24,0,,8
10750,57,56,51,42,5,24,0,,15
10751,55,54,51,47,3,24,0,,8
10752,64,64,48,16,12,24,0,,48
10753,56,52,52,47,4,24,0,,9
10754,58,55,51,42,6,24,0,,16
10755,55,55,49,48,3,24,0,,7
10756,55,55,55,41,3,24,0,,14
10757,54,54,53,46,2,24,0,,8
10758,56,55,54,41,4,24,0,,15
10759,55,53,53,46,3,24,0,,9
10760,60,58,50,36,8,24,0,,24
10761,55,54,52,46,3,24,0,,9
10762,56,56,53,41,4,24,0,,15
10763,57,52,51,47,5,24,0,,10
10764,57,55,53,41,5,24,0,,16
10765,56,53,52,46,4,24,0,,10
10766,58,57,48,43,6,24,0,,15
10767,55,55,51,46,3,24,0,,9
10768,58,58,58,26,6,24,0,,32
10769,56,54,51,46,4,24,0,,10
10770,57,56,52,41,5,24,0,,16
10771,56,55,49,47,4,24,0,,9
10772,60,52,52,42,8,24,0,,18
10773,54,54,54,45,2,24,0,,9
10774,58,55,52,41,6,24,0,,17
10775,55,54,53,45,3,24,0,,10
10776,60,58,56,26,8,24,0,,34
10777,56,55,50,46,4,24,0,,10
10778,58,57,49,42,6,24,0,,16
10779,55,55,52,45,3,24,0,,10
10780,57,57,51,41,5,24,0,,16
10781,56,54,52,45,4,24,0,,11
10782,58,56,51,41,6,24,0,,17
10783,57,57,54,37,5,24,0,,20
10784,64,60,48,28,12,24,0,,36
10785,56,56,48,47,4,24,0,,9
10786,56,55,55,40,4,24,0,,16
10787,56,55,51,45,4,24,0,,11
10788,56,56,54,40,4,24,0,,16
10789,56,56,49,46,4,24,0,,10
10790,57,55,54,40,5,24,0,,17
10791,57,54,51,45,5,24,0,,12
10792,58,56,56,34,6,24,0,,24
10793,55,54,54,44,3,24,0,,11
10794,57,56,53,40,5,24,0,,17
10795,55,55,53,44,3,24,0,,11
10796,58,54,54,40,6,24,0,,18
10797,56,54,53,44,4,24,0,,12
10798,58,55,53,40,6,24,0,,18
10799,57,55,50,45,5,24,0,,12
10800,58,58,54,34,6,24,0,,24
10801,56,55,52,44,4,24,0,,12
10802,57,57,52,40,5,24,0,,17
10803,57,53,53,44,5,24,0,,13
10804,58,56,52,40,6,24,0,,18
10805,57,54,52,44,5,24,0,,13
10806,59,54,53,40,7,24,0,,19
10807,58,55,47,47,6,24,0,,11
10808,60,56,54,34,8,24,0,,26
10809,56,56,51,44,4,24,0,,12
10810,58,58,49,41,6,24,0,,17
10811,57,55,51,44,5,24,0,,13
10812,59,57,49,41,7,24,0,,18
10813,58,53,52,44,6,24,0,,14
10814,58,57,51,40,6,24,0,,18
10815,55,55,54,43,3,24,0,,12
10816,52,52,52,52,0,24,0,,0
10817,56,54,54,43,3,24,0,,13
10818,53,52,52,51,0,24,0,,2
10819,56,55,53,43,3,24,0,,13
10820,53,53,51,51,0,24,0,,2
10821,57,56,50,44,4,24,0,,13
10822,53,53,52,50,0,24,0,,3
10823,57,54,53,43,4,24,0,,14
10824,54,52,52,50,1,24,0,,4
10825,56,56,52,43,3,24,0,,13
10826,54,53,51,50,1,24,0,,4
10827,57,55,52,43,4,24,0,,14
10828,53,53,53,49,0,24,0,,4
10829,58,56,48,45,5,24,0,,13
10830,54,53,52,49,1,24,0,,5
10831,58,53,53,43,5,24,0,,15
10832,54,54,50,50,1,24,0,,4
10833,58,54,52,43,5,24,0,,15
10834,54,54,51,49,1,24,0,,5
10835,57,56,51,43,4,24,0,,14
10836,55,53,51,49,2,24,0,,6
10837,58,56,49,44,5,24,0,,14
10838,54,53,53,48,1,24,0,,6
10839,55,55,55,42,2,24,0,,13
10840,54,54,52,48,1,24,0,,6
10841,56,55,54,42,3,24,0,,14
10842,55,53,52,48,2,24,0,,7
10843,59,53,52,43,6,24,0,,16
10844,59,57,55,33,6,24,0,,26
10845,56,56,53,42,3,24,0,,14
10846,55,54,51,48,2,24,0,,7
10847,57,55,53,42,4,24,0,,15
10848,56,52,52,48,3,24,0,,8
10849,58,56,50,43,5,24,0,,15
10850,54,54,53,47,1,24,0,,7
10851,59,56,47,45,6,24,0,,14
10852,55,53,53,47,2,24,0,,8
10853,57,56,52,42,4,24,0,,15
10854,55,54,52,47,2,24,0,,8
10855,59,55,50,43,6,24,0,,16
10856,56,54,50,48,3,24,0,,8
10857,58,55,52,42,5,24,0,,16
10858,56,53,52,47,3,24,0,,9
10859,57,57,56,35,4,24,0,,22
10860,55,55,51,47,2,24,0,,8
10861,58,56,56,35,5,24,0,,23
10862,56,54,51,47,3,24,0,,9
10863,57,57,51,42,4,24,0,,15
10864,54,54,54,46,1,24,0,,8
10865,58,56,51,42,5,24,0,,16
10866,55,54,53,46,2,24,0,,9
10867,56,55,55,41,3,24,0,,15
10868,57,53,51,47,4,24,0,,10
10869,56,56,54,41,3,24,0,,15
10870,55,55,52,46,2,24,0,,9
10871,57,55,54,41,4,24,0,,16
10872,56,54,52,46,3,24,0,,10
10873,58,58,47,44,5,24,0,,14
10874,57,54,50,47,4,24,0,,10
10875,57,56,53,41,4,24,0,,16
10876,58,58,52,38,5,24,0,,20
10877,58,54,54,41,5,24,0,,17
10878,56,55,51,46,3,24,0,,10
10879,58,55,53,41,5,24,0,,17
10880,56,56,48,48,3,24,0,,8
10881,58,58,48,43,5,24,0,,15
10882,55,54,54,45,2,24,0,,10
10883,57,57,52,41,4,24,0,,16
10884,55,55,53,45,2,24,0,,10
10885,58,56,52,41,5,24,0,,17
10886,56,54,53,45,3,24,0,,11
10887,59,54,53,41,6,24,0,,18
10888,56,56,50,46,3,24,0,,10
10889,60,55,50,42,7,24,0,,18
10890,56,55,52,45,3,24,0,,11
10891,59,55,52,41,6,24,0,,18
10892,57,53,53,45,4,24,0,,12
10893,58,58,49,42,5,24,0,,16
10894,57,54,52,45,4,24,0,,12
10895,58,57,51,41,5,24,0,,17
10896,58,54,50,46,5,24,0,,12
10897,56,56,55,40,3,24,0,,16
10898,56,56,51,45,3,24,0,,11
10899,57,55,55,40,4,24,0,,17
10900,57,55,51,45,4,24,0,,12
10901,57,56,54,40,4,24,0,,17
10902,55,55,54,44,2,24,0,,11
10903,57,57,57,34,4,24,0,,23
10904,56,54,54,44,3,24,0,,12
10905,58,55,54,40,5,24,0,,18
10906,56,55,53,44,3,24,0,,12
10907,57,57,53,40,4,24,0,,17
10908,59,57,53,37,6,24,0,,22
10909,58,56,53,40,5,24,0,,18
10910,57,54,53,44,4,24,0,,13
10911,59,57,50,41,6,24,0,,18
10912,56,56,52,44,3,24,0,,12
10913,59,54,54,40,6,24,0,,19
10914,57,55,52,44,4,24,0,,13
10915,59,55,53,40,6,24,0,,19
10916,57,57,47,47,4,24,0,,10
10917,58,57,52,40,5,24,0,,18
10918,57,57,48,46,4,24,0,,11
10919,61,54,51,41,8,24,0,,20
10920,58,54,52,44,5,24,0,,14
10921,53,52,52,52,0,24,0,,1
10922,57,56,51,44,4,24,0,,13
10923,53,53,52,51,0,24,0,,2
10924,55,55,55,43,2,24,0,,12
10925,54,52,52,51,1,24,0,,3
10926,56,55,54,43,3,24,0,,13
10927,53,53,53,50,0,24,0,,3
10928,60,60,52,32,7,24,0,,28
10929,54,53,52,50,1,24,0,,4
10930,56,56,53,43,3,24,0,,13
10931,55,52,51,51,2,24,0,,4
10932,57,55,53,43,4,24,0,,14
10933,54,54,51,50,1,24,0,,4
10934,57,57,50,44,4,24,0,,13
10935,54,53,53,49,1,24,0,,5
10936,58,56,50,44,5,24,0,,14
10937,54,54,52,49,1,24,0,,5
10938,57,56,52,43,4,24,0,,14
10939,55,53,52,49,2,24,0,,6
10940,58,58,54,36,5,24,0,,22
10941,55,54,50,50,2,24,0,,5
10942,58,55,52,43,5,24,0,,15
10943,55,54,51,49,2,24,0,,6
10944,60,52,52,44,7,24,0,,16
10945,54,54,53,48,1,24,0,,6
10946,59,56,48,45,6,24,0,,14
10947,55,53,53,48,2,24,0,,7
10948,57,57,51,43,4,24,0,,14
10949,55,54,52,48,2,24,0,,7
10950,56,55,55,42,3,24,0,,14
10951,55,55,50,49,2,24,0,,6
10952,56,56,54,42,3,24,0,,14
10953,56,53,52,48,3,24,0,,8
10954,57,55,54,42,4,24,0,,15
10955,55,55,51,48,2,24,0,,7
10956,59,55,51,43,6,24,0,,16
10957,54,54,54,47,1,24,0,,7
10958,57,56,53,42,4,24,0,,15
10959,55,54,53,47,2,24,0,,8
10960,58,54,54,42,5,24,0,,16
10961,57,52,52,48,4,24,0,,9
10962,58,55,53,42,5,24,0,,16
10963,55,55,52,47,2,24,0,,8
10964,59,57,47,45,6,24,0,,14
10965,56,54,52,47,3,24,0,,9
10966,57,57,52,42,4,24,0,,15
10967,57,54,49,49,4,24,0,,8
10968,58,56,52,42,5,24,0,,16
10969,57,54,50,48,4,24,0,,9
10970,59,54,53,42,6,24,0,,17
10971,56,55,51,47,3,24,0,,9
10972,57,57,57,35,4,24,0,,22
10973,55,54,54,46,2,24,0,,9
10974,58,57,56,35,5,24,0,,23
10975,55,55,53,46,2,24,0,,9
